6.763260126113892,54
16.76092004776001,56
9.413106918334961,53
4.503698348999023,59
3.631739616394043,57
4.098670721054077,55
14.580770492553711,56
3.0564515590667725,57
9.474391222000122,58
4.964598178863525,59
2.2063190937042236,57
6.103686094284058,58
1.8946342468261719,54
1.7887330055236816,56
6.745800256729126,60
3.1516871452331543,55
2.1109046936035156,58
4.577397346496582,56
6.356780767440796,59
2.282442331314087,55
1.1331310272216797,58
7.424744606018066,58
3.1731362342834473,56
3.738147258758545,59
1.6715373992919922,55
15.36558747291565,58
5.887808561325073,59
0.9564414024353027,52
11.159157276153564,52
3.727545976638794,54
2.0335917472839355,58
0.7988338470458984,54
1.0371894836425781,55
3.3685266971588135,57
2.2999093532562256,58
2.9434173107147217,57
7.979687213897705,60
2.1453709602355957,57
3.3713059425354004,59
2.2150754928588867,54
1.6136469841003418,59
8.18750262260437,56
10.293936967849731,60
1.960878849029541,58
8.50241756439209,55
3.812704563140869,61
3.8987419605255127,54
1.1107757091522217,58
12.5588059425354,60
3.2757744789123535,58
3.757758378982544,59
1.0995867252349854,54
4.606295347213745,59
3.7331337928771973,58
0.8068420886993408,51
3.5020627975463867,56
4.900870084762573,60
1.6515443325042725,58
1.8852488994598389,52
1.0364458560943604,58
0.9524519443511963,52
4.153625011444092,59
7.976091146469116,57
14.345128297805786,61
2.428971529006958,54
11.627111673355103,56
0.4258241653442383,48
4.443918228149414,59
15.876436233520508,58
1.847062587738037,55
4.114959955215454,61
1.6586902141571045,58
8.66406512260437,58
0.6233336925506592,54
2.5709052085876465,56
1.753305435180664,59
3.134856939315796,59
5.157050371170044,58
4.961594104766846,60
1.3585669994354248,55
8.46179747581482,58
3.7293355464935303,60
6.3922083377838135,59
5.1746416091918945,59
4.143860578536987,59
3.6280689239501953,57
3.2319841384887695,60
3.6982645988464355,59
13.742100954055786,57
4.269716024398804,58
4.060497045516968,55
0.8304300308227539,53
3.966806411743164,59
4.059319972991943,60
0.6572351455688477,54
4.983775854110718,57
2.4852256774902344,56
2.618475914001465,57
4.126243591308594,58
7.834073066711426,62
